popularity	id	vote_average	vote_count	imdb_id	original_title	budget	genres	homepage	original_language	overview	release_date	revenue	runtime	spoken_languages	tagline	title	adult
89.887648	24428	7.4	12000	tt0848228	The Avengers	220000000	Science Fiction,Action,Adventure	http://marvel.com/avengers_movie/	en	When an unexpected enemy emerges and threatens global safety and security, Nick Fury, director of the international peacekeeping agency known as S.H.I.E.L.D., finds himself in need of a team to pull the world back from the brink of disaster. Spanning the globe, a daring recruitment effort begins!	2012-04-25	1519557910	143.0	en	Some assembly required.	The Avengers	False
88.561239	268531	6.5	159	tt2091256	Captain Underpants: The First Epic Movie	38000000	Action,Animation,Comedy,Family	http://www.foxmovies.com/movies/captain-underpants-the-first-epic-movie	en	Two mischievous kids hypnotize their mean elementary school principal and turn him into their comic book creation, the kind-hearted and elastic-banded Captain Underpants.	2017-06-01	110824373	89.0	nl,en		Captain Underpants: The First Epic Movie	False
88.439243	339988	5.4	1015	tt4287320	The Circle	18000000	Drama,Thriller,Science Fiction	http://wearethecircle.com/	en	A young tech worker takes a job at a greedy Internet corporation, quickly rises up the company's ranks, and soon finds herself in a perilous situation concerning privacy, surveillance and freedom. She comes to learn that her decisions and actions will have no effect whatsoever.	2017-04-27	20497844	110.0	en	Knowing is good. Knowing everything is better.	The Circle	False
78.8072	316154	5.3	160	tt4334266	The Bad Batch	6000000	Thriller,Romance,Science Fiction		en	In a desert wasteland in Texas, a muscled cannibal breaks one important rule: don’t play with your food.	2017-06-23	0	119.0	en		The Bad Batch	False
76.93789	198663	7.0	5540	tt1790864	The Maze Runner	34000000	Action,Mystery,Science Fiction,Thriller	http://themazerunnermovie.com/	en	"Set in a post-apocalyptic world, young Thomas is deposited in a community of boys after his memory is erased, soon learning they're all trapped in a maze that will require him to join forces with fellow ""runners"" for a shot at escape."	2014-09-10	348319861	113.0	en	Run - Remember - Survive	The Maze Runner	False
75.385211	119450	7.3	4511	tt2103281	Dawn of the Planet of the Apes	170000000	Science Fiction,Action,Drama,Thriller	http://www.dawnofapes.com/	en	A group of scientists in San Francisco struggle to stay alive in the aftermath of a plague that is wiping out humanity, while Caesar tries to maintain dominance over his community of intelligent apes.	2014-06-26	710644566	130.0	en	One last chance for peace.	Dawn of the Planet of the Apes	False
72.884078	126889	5.7	2677	tt2316204	Alien: Covenant	97000000	Horror,Science Fiction,Thriller	https://alienuniverse.com/alien-covenant	en	Bound for a remote planet on the far side of the galaxy, the crew of the colony ship 'Covenant' discovers what is thought to be an uncharted paradise, but is actually a dark, dangerous world – which has its sole inhabitant the 'synthetic', David, survivor of the doomed Prometheus expedition.	2017-05-09	232380243	122.0	en	The path to paradise begins in hell.	Alien: Covenant	False
68.726676	315837	5.9	2547	tt1219827	Ghost in the Shell	110000000	Action,Science Fiction,Thriller	http://www.ghostintheshellmovie.com/	en	In the near future, Major is the first of her kind: a human saved from a terrible crash, then cyber-enhanced to be a perfect soldier devoted to stopping the world's most dangerous criminals.	2017-03-29	169801921	107.0	ja,en	There's nothing sadder than a puppet without a ghost.	Ghost in the Shell	False
67.955052	348893	5.8	333	tt3344680	Boyka: Undisputed IV	0	Thriller,Action,Crime		en	In the fourth installment of the fighting franchise, Boyka is shooting for the big leagues when an accidental death in the ring makes him question everything he stands for. When he finds out the wife of the man he accidentally killed is in trouble, Boyka offers to fight in a series of impossible battles to free her from a life of servitude	2016-08-01	0	87.0	en	Boyka is back!	Boyka: Undisputed IV	False
64.29999	244786	8.3	4376	tt2582802	Whiplash	3300000	Drama	http://sonyclassics.com/whiplash/	en	Under the direction of a ruthless instructor, a talented young drummer begins to pursue perfection at any cost, even his humanity.	2014-10-10	13092000	105.0	en	The road to greatness can take you to the edge.	Whiplash	False
63.869599	550	8.3	9678	tt0137523	Fight Club	63000000	Drama	http://www.foxmovies.com/movies/fight-club	en	"A ticking-time-bomb insomniac and a slippery soap salesman channel primal male aggression into a shocking new form of therapy. Their concept catches on, with underground ""fight clubs"" forming in every town, until an eccentric gets in the way and ignites an out-of-control spiral toward oblivion."	1999-10-15	100853753	139.0	en	Mischief. Mayhem. Soap.	Fight Club	False
60.581223	406990	7.3	598	tt1536537	What Happened to Monday	0	Science Fiction,Thriller		en	In a world where families are limited to one child due to overpopulation, a set of identical septuplets must avoid being put to a long sleep by the government and dangerous infighting while investigating the disappearance of one of their own.	2017-08-18	0	123.0	en	Seven sisters. One identity.	What Happened to Monday	False
59.578823	440597	5.3	127	tt5322012	Wish Upon	0	Fantasy,Horror,Thriller	http://wishuponmovie.com/	en	A teenage girl discovers a box with magical powers, but those powers comes with a deadly price.	2017-07-07	0	90.0	en	Be careful what you wish for	Wish Upon	False
57.283628	284053	0.0	0	tt3501632	Thor: Ragnarok	0	Action,Adventure,Fantasy,Science Fiction	https://marvel.com/movies/movie/222/thor_ragnarok	en	Thor is imprisoned on the other side of the universe and finds himself in a race against time to get back to Asgard to stop Ragnarok, the destruction of his homeworld and the end of Asgardian civilization, at the hands of an all-powerful new threat, the ruthless Hela.	2017-10-25	0	0.0	en		Thor: Ragnarok	False
54.581997	263115	7.6	6310	tt3315342	Logan	97000000	Action,Drama,Science Fiction	http://www.foxmovies.com/movies/logan	en	In the near future, a weary Logan cares for an ailing Professor X in a hideout on the Mexican border. But Logan's attempts to hide from the world and his legacy are upended when a young mutant arrives, pursued by dark forces.	2017-02-28	616801808	137.0	en,es	His time has come	Logan	False
53.291601	118340	7.9	10014	tt2015381	Guardians of the Galaxy	170000000	Action,Science Fiction,Adventure	http://marvel.com/guardians	en	Light years from Earth, 26 years after being abducted, Peter Quill finds himself the prime target of a manhunt after discovering an orb wanted by Ronan the Accuser.	2014-07-30	773328629	121.0	en	All heroes start somewhere.	Guardians of the Galaxy	False
52.854103	403119	5.1	548	tt2932536	47 Meters Down	5500000	Drama,Thriller,Horror,Adventure	https://47metersdownmovie.com/	en	Two sisters on Mexican vacation are trapped in a shark observation cage at the bottom of the ocean, with oxygen running low and great whites circling nearby, they have less than an hour of air left to figure out how to get to the surface.	2017-06-15	44235023	89.0	en	No way out. No way up. No chance in hell.	47 Meters Down	False
51.645403	278	8.5	8358	tt0111161	The Shawshank Redemption	25000000	Drama,Crime		en	Framed in the 1940s for the double murder of his wife and her lover, upstanding banker Andy Dufresne begins a new life at the Shawshank prison, where he puts his accounting skills to work for an amoral warden. During his long stretch in prison, Dufresne comes to be admired by the other inmates -- including an older prisoner named Red -- for his integrity and unquenchable sense of hope.	1994-09-23	28341469	142.0	en	Fear can hold you prisoner. Hope can set you free.	The Shawshank Redemption	False
50.949523	360249	5.2	47	tt4738360	Birkebeinerne	5455000	Action,Adventure,Drama		no	Year 1206. Norway is ravaged by civil war. The King's illegitimate son is guarded in deep secret. A boy that half of the kingdom wants to kill and two men will protect to the death. A boy named Earl Håkonsson. Birkebeiners is the story of the escape that changed Norway's history forever.	2016-02-12	0	99.0	de,no	A story of legendary bravery	The Last King	False
50.903593	353491	5.7	688	tt1648190	The Dark Tower	60000000	Action,Western,Science Fiction,Fantasy,Horror	http://thedarktower-movie.com	en	The last Gunslinger, Roland Deschain, has been locked in an eternal battle with Walter O’Dim, also known as the Man in Black, determined to prevent him from toppling the Dark Tower, which holds the universe together. With the fate of the worlds at stake, good and evil will collide in the ultimate battle as only Roland can defend the Tower from the Man in Black.	2017-08-03	71000000	95.0	en	There are other worlds than these	The Dark Tower	False
49.247505	324552	6.7	2924	tt4425200	John Wick: Chapter 2	40000000	Thriller,Action,Crime	http://www.johnwick.movie/	en	John Wick is forced out of retirement by a former associate looking to seize control of a shadowy international assassins’ guild. Bound by a blood oath to aid him, Wick travels to Rome and does battle against some of the world’s most dangerous killers.	2017-02-08	171539887	122.0	en,it	Never stab the devil in the back	John Wick: Chapter 2	False
48.573287	337339	6.8	3803	tt4630562	The Fate of the Furious	250000000	Action,Crime,Thriller	http://www.fastandfurious.com/	en	When a mysterious woman seduces Dom into the world of crime and a betrayal of those closest to him, the crew face trials that will test them as never before.	2017-04-12	1238764765	136.0	en	Family no more	The Fate of the Furious	False
48.307194	13	8.2	8147	tt0109830	Forrest Gump	55000000	Comedy,Drama,Romance		en	A man with a low IQ has accomplished great things in his life and been present during significant historic events - in each case, far exceeding what anyone imagined he could do. Yet, despite all the things he has attained, his one true love eludes him. 'Forrest Gump' is the story of a man who rose above his challenges, and who proved that determination, courage, and love are more important than ability.	1994-07-06	677945399	142.0	en	The world will never be the same, once you've seen it through the eyes of Forrest Gump.	Forrest Gump	False
47.326665	22	7.5	7191	tt0325980	Pirates of the Caribbean: The Curse of the Black Pearl	140000000	Adventure,Fantasy,Action	http://disney.go.com/disneyvideos/liveaction/pirates/main_site/main.html	en	Jack Sparrow, a freewheeling 17th-century pirate who roams the Caribbean Sea, butts heads with a rival pirate bent on pillaging the village of Port Royal. When the governor's daughter is kidnapped, Sparrow decides to help the girl's love save her. But their seafaring mission is hardly simple.	2003-07-09	655011224	143.0	en	Prepare to be blown out of the water.	Pirates of the Caribbean: The Curse of the Black Pearl	False
47.114366	460846	6.0	113	tt3501112	Security	15000000	Action		en	An ex-special services veteran, down on his luck and desperate for work, takes a job as a security guard at a run-down mall in a rough area of town. On his first night on the job, he opens the door to a distraught and desperate young girl who has fled the hijacking of a Police motorcade that was transporting her to testify as a witness in a trial. Hot on her heels is the psychopathic hijacker and his team of henchmen, who will stop at nothing to extract and eliminate the witness.	2017-03-04	0	87.0	en		Security	False
45.38298	258489	5.5	2488	tt0918940	The Legend of Tarzan	180000000	Action,Adventure	http://legendoftarzan.com	en	Tarzan, having acclimated to life in London, is called back to his former home in the jungle to investigate the activities at a mining encampment.	2016-06-29	356743061	109.0	en	Human. Nature.	The Legend of Tarzan	False
44.251369	274857	6.5	1506	tt1972591	King Arthur: Legend of the Sword	175000000	Action,Drama,Fantasy	http://kingarthurmovie.com	en	When the child Arthur’s father is murdered, Vortigern, Arthur’s uncle, seizes the crown. Robbed of his birthright and with no idea who he truly is, Arthur comes up the hard way in the back alleys of the city. But once he pulls the sword Excalibur from the stone, his life is turned upside down and he is forced to acknowledge his true legacy... whether he likes it or not.	2017-04-27	146175066	126.0	en,th	From nothing comes a King	King Arthur: Legend of the Sword	False
43.847654	284052	7.1	5880	tt1211837	Doctor Strange	165000000	Action,Adventure,Fantasy,Science Fiction	http://marvel.com/doctorstrange	en	After his career is destroyed, a brilliant but arrogant surgeon gets a new lease on life when a sorcerer takes him under his wing and trains him to defend the world against evil.	2016-10-25	677718395	115.0	en	Open your mind. Change your reality.	Doctor Strange	False
42.965027	297761	5.9	7717	tt1386697	Suicide Squad	175000000	Action,Adventure,Crime,Fantasy,Science Fiction	http://www.suicidesquad.com/	en	From DC Comics comes the Suicide Squad, an antihero team of incarcerated supervillains who act as deniable assets for the United States government, undertaking high-risk black ops missions in exchange for commuted prison sentences.	2016-08-02	745600054	123.0	en	Worst Heroes Ever	Suicide Squad	False
42.149697	11	8.1	6778	tt0076759	Star Wars	11000000	Adventure,Action,Science Fiction	http://www.starwars.com/films/star-wars-episode-iv-a-new-hope	en	Princess Leia is captured and held hostage by the evil Imperial forces in their effort to take over the galactic Empire. Venturesome Luke Skywalker and dashing captain Han Solo team together with the loveable robot duo R2-D2 and C-3PO to rescue the beautiful princess and restore peace and justice in the Empire.	1977-05-25	775398007	121.0	en	A long time ago in a galaxy far, far away...	Star Wars	False
42.061481	214756	6.2	2524	tt2637276	Ted 2	68000000	Comedy		en	Newlywed couple Ted and Tami-Lynn want to have a baby, but in order to qualify to be a parent, Ted will have to prove he's a person in a court of law.	2015-06-25	217022588	115.0	en	Ted is Coming, Again.	Ted 2	False
41.725123	424	8.3	4436	tt0108052	Schindler's List	22000000	Drama,History,War	http://www.schindlerslist.com/	en	The true story of how businessman Oskar Schindler saved over a thousand Jewish lives from the Nazis while they worked as slaves in his factory during World War II.	1993-11-29	321365567	195.0	de,pl,he,en	Whoever saves one life, saves the world entire.	Schindler's List	False
41.613762	61791	7.0	4452	tt1318514	Rise of the Planet of the Apes	93000000	Thriller,Action,Drama,Science Fiction	http://www.apeswillrise.com/	en	Scientist Will Rodman is determined to find a cure for Alzheimer's, the disease which has slowly consumed his father. Will feels certain he is close to a breakthrough and tests his latest serum on apes, noticing dramatic increases in intelligence and brain activity in the primate subjects – especially Caesar, his pet chimpanzee.	2011-08-03	482860185	105.0	en	Evolution Becomes Revolution.	Rise of the Planet of the Apes	False
41.225769	294254	6.5	3148	tt4046784	Maze Runner: The Scorch Trials	61000000	Action	http://mazerunnermovies.com	en	Thomas and his fellow Gladers face their greatest challenge yet: searching for clues about the mysterious and powerful organization known as WCKD. Their journey takes them to the Scorch, a desolate landscape filled with unimaginable obstacles. Teaming up with resistance fighters, the Gladers take on WCKD’s vastly superior forces and uncover its shocking plans for them all.	2015-09-09	311256926	132.0	en	The Maze Was Just the Beginning.	Maze Runner: The Scorch Trials	False
41.109264	238	8.5	6024	tt0068646	The Godfather	6000000	Drama,Crime	http://www.thegodfather.com/	en	Spanning the years 1945 to 1955, a chronicle of the fictional Italian-American Corleone crime family. When organized crime family patriarch, Vito Corleone barely survives an attempt on his life, his youngest son, Michael steps in to take care of the would-be killers, launching a campaign of bloody revenge.	1972-03-14	245066411	175.0	en,it,la	An offer you can't refuse.	The Godfather	False
41.051421	259316	7.2	5612	tt3183660	Fantastic Beasts and Where to Find Them	180000000	Adventure,Family,Fantasy	http://www.fantasticbeasts.com/	en	In 1926, Newt Scamander arrives at the Magical Congress of the United States of America with a magically expanded briefcase, which houses a number of dangerous creatures and their habitats. When the creatures escape from the briefcase, it sends the American wizarding authorities after Newt, and threatens to strain even further the state of magical and non-magical relations.	2016-11-16	809342332	133.0	en	From J.K. Rowling's wizarding world.	Fantastic Beasts and Where to Find Them	False
41.048867	129	8.3	3968	tt0245429	千と千尋の神隠し	15000000	Fantasy,Adventure,Animation,Family	http://movies.disney.com/spirited-away	ja	A ten year old girl who wanders away from her parents along a path that leads to a world ruled by strange and unusual monster-like animals. Her parents have been changed into pigs along with others inside a bathhouse full of these creatures. Will she ever see the world how it once was?	2001-07-20	274925095	125.0	ja	The tunnel led Chihiro to a mysterious town...	Spirited Away	False
40.796775	395834	7.4	181	tt5362988	Wind River	11000000	Action,Crime,Mystery,Thriller		en	An FBI agent teams with the town's veteran game tracker to investigate a murder that occurred on a Native American reservation.	2017-08-03	184770205	111.0	en	Nothing is harder to track than the truth.	Wind River	False
39.540653	291805	6.7	3362	tt3110958	Now You See Me 2	90000000	Action,Adventure,Comedy,Crime,Mystery,Thriller	http://nowyouseeme.movie	en	One year after outwitting the FBI and winning the public’s adulation with their mind-bending spectacles, the Four Horsemen resurface only to find themselves face to face with a new enemy who enlists them to pull off their most dangerous heist yet.	2016-06-02	334901337	129.0	zh,en	You Haven't Seen Anything Yet	Now You See Me 2	False
39.39497	637	8.3	3643	tt0118799	La vita è bella	20000000	Comedy,Drama		it	A touching story of an Italian book seller of Jewish ancestry who lives in his own little fairy tale. His creative and happy life would come to an abrupt halt when his entire family is deported to a concentration camp during World War II. While locked up he tries to convince his son that the whole thing is just a game.	1997-12-20	229400000	116.0	en,de,it	An unforgettable fable that proves love, family and imagination conquer all.	Life Is Beautiful	False
39.186819	335988	6.2	1440	tt3371366	Transformers: The Last Knight	260000000	Action,Science Fiction,Thriller,Adventure	http://www.transformersmovie.com/	en	Autobots and Decepticons are at war, with humans on the sidelines. Optimus Prime is gone. The key to saving our future lies buried in the secrets of the past, in the hidden history of Transformers on Earth.	2017-06-21	604942143	149.0	en	For one world to live, the other must die.	Transformers: The Last Knight	False
38.995136	397837	6.8	651	tt1691916	Before I Fall	5000000	Mystery,Drama,Thriller	http://www.beforeifallfilm.com/	en	Samantha Kingston has everything. Then, everything changes. After one fateful night, she wakes up with no future at all. Trapped into reliving the same day over and over, she begins to question just how perfect her life really was.	2017-03-02	10025571	98.0	en	What if today was the only day of the rest of your life?	Before I Fall	False
38.187238	671	7.5	7188	tt0241527	Harry Potter and the Philosopher's Stone	125000000	Adventure,Fantasy,Family	http://harrypotter.warnerbros.com/harrypotterandthedeathlyhallows/mainsite/index.html	en	Harry Potter has lived under the stairs at his aunt and uncle's house his whole life. But on his 11th birthday, he learns he's a powerful wizard -- with a place waiting for him at the Hogwarts School of Witchcraft and Wizardry. As he learns to harness his newfound powers with the help of the school's kindly headmaster, Harry uncovers the truth about his parents' deaths -- and about the villain who's to blame.	2001-11-16	976475550	152.0	en	Let the Magic Begin.	Harry Potter and the Philosopher's Stone	False
37.964872	417870	7.1	393	tt3564472	Girls Trip	0	Comedy		en	Four girlfriends take a trip to New Orleans for an annual festival and, along the way, rediscover their wild sides and strengthen the bonds of sisterhood.	2017-07-21	0	122.0	en	"""Forgive us in advance for this wild weekend"""	Girls Trip	False
37.484577	269795	5.5	277	tt1131724	2:22	0	Drama,Thriller		en	A man's life is derailed when an ominous pattern of events repeats itself in exactly the same manner every day, ending at precisely 2:22 p.m.	2017-06-29	422	99.0	en		2:22	False
37.37942	99861	7.3	6908	tt2395427	Avengers: Age of Ultron	280000000	Action,Adventure,Science Fiction	http://marvel.com/movies/movie/193/avengers_age_of_ultron	en	When Tony Stark tries to jumpstart a dormant peacekeeping program, things go awry and Earth’s Mightiest Heroes are put to the ultimate test as the fate of the planet hangs in the balance. As the villainous Ultron emerges, it is up to The Avengers to stop him from enacting his terrible plans, and soon uneasy alliances and unexpected action pave the way for an epic and unique global adventure.	2015-04-22	1405403694	141.0	en	A New Age Has Come.	Avengers: Age of Ultron	False
36.894806	419430	7.2	2978	tt5052448	Get Out	5000000	Mystery,Thriller,Horror	http://www.getoutfilm.com/	en	Chris and his girlfriend Rose go upstate to visit her parents for the weekend. At first, Chris reads the family's overly accommodating behavior as nervous attempts to deal with their daughter's interracial relationship, but as the weekend progresses, a series of increasingly disturbing discoveries lead him to a truth that he never could have imagined.	2017-02-24	252434250	104.0	en	Just because you're invited, doesn't mean you're welcome.	Get Out	False
36.826309	539	8.3	2405	tt0054215	Psycho	806948	Drama,Horror,Thriller		en	When larcenous real estate clerk Marion Crane goes on the lam with a wad of cash and hopes of starting a new life, she ends up at the notorious Bates Motel, where manager Norman Bates cares for his housebound mother. The place seems quirky, but fine… until Marion decides to take a shower.	1960-06-16	32000000	109.0	en	The master of suspense moves his cameras into the icy blackness of the unexplored!	Psycho	False
36.713807	228150	7.4	4028	tt2713180	Fury	68000000	War,Drama,Action		en	"Last months of World War II in April 1945. As the Allies make their final push in the European Theater, a battle-hardened U.S. Army sergeant in the 2nd Armored Division named Wardaddy commands a Sherman tank called ""Fury"" and its five-man crew on a deadly mission behind enemy lines. Outnumbered and outgunned, Wardaddy and his men face overwhelming odds in their heroic attempts to strike at the heart of Nazi Germany."	2014-10-15	211817906	135.0	en	War never ends quietly.	Fury	False
36.631519	324852	6.2	2002	tt3469046	Despicable Me 3	80000000	Action,Animation,Adventure,Family,Comedy	http://www.despicable.me	en	Gru and his wife Lucy must stop former '80s child star Balthazar Bratt from achieving world domination.	2017-06-15	1020063384	96.0	en	Oh brother.	Despicable Me 3	False
36.629307	240	8.3	3418	tt0071562	The Godfather: Part II	13000000	Drama,Crime		en	In the continuing saga of the Corleone crime family, a young Vito Corleone grows up in Sicily and in 1910s New York. In the 1950s, Michael Corleone attempts to expand the family business into Las Vegas, Hollywood and Cuba.	1974-12-20	47542841	200.0	en,it,la,es	I don't feel I have to wipe everybody out, Tom. Just my enemies.	The Godfather: Part II	False
36.567575	330459	7.4	5111	tt3748528	Rogue One: A Star Wars Story	200000000	Action,Adventure,Science Fiction	http://www.starwars.com/films/rogue-one	en	A rogue band of resistance fighters unite for a mission to steal the Death Star plans and bring a new hope to the galaxy.	2016-12-14	1056057273	133.0	en	A Rebellion Built on Hope	Rogue One: A Star Wars Story	False
36.447603	240832	6.3	6048	tt2872732	Lucy	40000000	Action,Science Fiction	http://lucymovie.com/	en	A woman, accidentally caught in a dark deal, turns the tables on her captors and transforms into a merciless warrior evolved beyond human logic.	2014-07-14	126546825	89.0	zh,en,fr,es,ko	The average person uses 10% of their brain capacity. Imagine what she could do with 100%.	Lucy	False
36.263803	395992	6.3	1959	tt5442430	Life	58000000	Horror,Science Fiction,Thriller	http://www.lifemovie.com/	en	The six-member crew of the International Space Station is tasked with studying a sample from Mars that may be the first proof of extra-terrestrial life, which proves more intelligent than ever expected.	2017-03-22	100541806	103.0	cn,en,ja	Be careful what you search for	Life	False
36.262655	283366	6.5	3213	tt1935859	Miss Peregrine's Home for Peculiar Children	110000000	Drama,Fantasy,Adventure	http://www.foxmovies.com/movies/miss-peregrines-home-for-peculiar-children	en	A teenager finds himself transported to an island where he must help protect a group of orphans with special powers from creatures intent on destroying them.	2016-09-28	296485719	127.0	en	Stay peculiar	Miss Peregrine's Home for Peculiar Children	False
36.26051	399019	5.8	279	tt5592248	The Beguiled	10500000	Drama,Western	http://www.focusfeatures.com/thebeguiled/	en	During the Civil War, at a Southern girls’ boarding school, young women take in an injured enemy soldier. As they provide refuge and tend to his wounds, the house is taken over with sexual tension and dangerous rivalries, and taboos are broken in an unexpected turn of events.	2017-06-23	25442939	93.0	en,fr	Innocent, until betrayed.	The Beguiled	False
